bodyparts,nose,nose,nose,belly_top,belly_top,belly_top,belly_middle,belly_middle,belly_middle,belly_bottom,belly_bottom,belly_bottom,pawfrontL,pawfrontL,pawfrontL,pawfrontR,pawfrontR,pawfrontR,pawbackL,pawbackL,pawbackL,pawbackR,pawbackR,pawbackR,tailbase,tailbase,tailbase,tailmiddle_1,tailmiddle_1,tailmiddle_1,tailmiddle_2,tailmiddle_2,tailmiddle_2,tailtip,tailtip,tailtip
195,907.906,36.12,0.2840000092983246,876.063,59.599,0.3919999897480011,867.243,93.122,0.6269999742507935,859.409,130.816,0.9980000257492064,900.016,67.236,0.977999985218048,877.131,45.1,0.531000018119812,896.82,136.749,1.0,835.49,134.281,1.0,840.066,164.772,1.0,814.415,194.982,1.0,761.067,206.367,1.0,715.651,195.87,1.0
196,,,,,,,876.066,99.683,0.3030000030994415,866.276,129.351,0.9950000047683716,900.337,67.71,0.8709999918937683,884.042,44.349,0.2189999967813491,899.57,137.509,1.0,835.601,135.753,1.0,841.984,163.998,1.0,816.223,194.593,1.0,764.332,205.575,1.0,716.923,196.009,1.0
197,908.22,26.562,0.3790000081062317,876.286,59.869,0.2520000040531158,867.556,93.121,0.8730000257492065,867.425,126.476,0.9980000257492064,900.621,67.594,0.996999979019165,868.04,52.749,0.9639999866485596,899.261,136.187,1.0,837.864,132.874,1.0,843.237,163.593,1.0,817.667,194.488,1.0,764.906,204.959,1.0,724.561,192.181,1.0
198,908.253,26.327,0.4099999964237213,883.675,59.546,0.2370000034570694,867.973,93.296,0.7279999852180481,867.214,126.178,0.996999979019165,900.56,67.22,0.9760000109672546,868.796,52.889,0.9819999933242798,899.397,136.773,1.0,836.763,133.574,1.0,841.717,164.529,1.0,817.66,194.861,1.0,764.727,204.844,1.0,726.324,191.867,1.0
199,915.119,26.762,0.1650000065565109,900.0,44.371,0.2230000048875808,876.085,99.821,0.4839999973773956,866.335,129.689,0.9919999837875366,900.492,68.392,0.9300000071525574,899.636,67.599,0.3310000002384186,898.586,135.712,1.0,834.436,133.416,1.0,840.344,163.833,1.0,818.35,194.564,1.0,767.173,205.319,1.0,730.022,192.553,1.0
200,,,,,,,,,,867.499,129.595,0.9670000076293944,,,,,,,899.467,136.131,1.0,834.59,133.219,1.0,841.488,162.485,1.0,816.064,194.251,1.0,764.819,204.682,1.0,729.4,193.008,1.0
201,,,,,,,876.008,99.913,0.1420000046491623,866.78,130.574,0.9900000095367432,,,,,,,899.661,136.683,1.0,835.041,133.623,1.0,840.408,162.553,1.0,814.878,194.942,1.0,763.143,206.868,1.0,725.963,194.522,1.0
202,,,,,,,,,,867.25,129.295,0.9959999918937684,,,,,,,899.465,136.031,1.0,836.107,134.081,1.0,839.656,162.415,1.0,812.113,188.297,1.0,762.611,206.441,1.0,725.011,192.817,1.0
203,,,,,,,,,,868.309,126.302,0.968999981880188,,,,,,,899.424,135.865,1.0,836.099,133.826,1.0,840.146,159.538,1.0,812.331,183.842,0.9990000128746032,762.922,200.34,1.0,724.747,193.429,1.0
204,,,,,,,876.088,99.789,0.1599999964237213,859.153,125.865,0.9710000157356262,,,,,,,897.982,136.058,1.0,836.047,131.637,1.0,839.111,156.679,0.9990000128746032,813.362,182.589,0.9990000128746032,761.87,198.996,1.0,717.425,184.648,1.0
205,,,,,,,876.069,99.854,0.1059999987483024,858.966,126.615,0.9629999995231628,,,,,,,897.645,136.297,1.0,836.767,130.916,1.0,838.834,154.88,1.0,812.531,185.102,0.9990000128746032,765.227,194.234,1.0,718.139,182.99,1.0
206,,,,,,,876.008,99.601,0.2060000002384185,859.156,125.73,0.984000027179718,,,,,,,898.149,135.843,1.0,837.147,131.335,1.0,838.821,155.04,1.0,812.171,185.6,0.9990000128746032,761.295,191.015,1.0,718.728,174.374,1.0
207,,,,,,,883.203,99.865,0.503000020980835,867.541,124.672,0.9649999737739564,,,,,,,898.304,134.869,1.0,837.611,132.521,1.0,838.675,154.845,1.0,813.652,184.579,0.9990000128746032,764.996,193.384,1.0,725.398,173.077,1.0
208,,,,,,,883.136,99.817,0.4709999859333038,867.755,124.348,0.9700000286102296,,,,,,,898.652,134.027,1.0,838.117,132.382,1.0,839.648,153.688,1.0,814.177,184.436,0.9990000128746032,766.168,192.846,1.0,729.819,175.246,1.0
209,,,,,,,882.691,92.872,0.6489999890327454,866.961,123.242,0.9829999804496764,,,,,,,897.687,134.747,1.0,838.202,131.151,1.0,840.051,153.388,0.9990000128746032,816.553,180.345,1.0,768.706,193.031,1.0,728.744,175.64,1.0
210,,,,,,,883.095,92.837,0.578000009059906,867.919,123.036,0.9810000061988832,,,,,,,897.993,134.403,1.0,838.249,131.579,1.0,839.24,152.907,0.9990000128746032,815.446,180.085,1.0,768.306,191.89,1.0,728.611,175.564,1.0
211,,,,,,,883.091,92.984,0.5239999890327454,868.083,123.28,0.9819999933242798,,,,,,,898.334,134.076,1.0,838.835,130.934,1.0,838.676,150.592,0.9980000257492064,813.574,179.02,1.0,766.629,188.177,1.0,727.474,173.533,1.0
212,,,,,,,882.904,93.131,0.6290000081062317,868.382,123.223,0.9900000095367432,,,,,,,898.176,134.138,1.0,838.451,130.978,1.0,839.276,152.484,0.9990000128746032,812.809,178.47,1.0,766.234,187.316,1.0,723.469,168.885,1.0
213,,,,,,,882.775,93.163,0.6859999895095825,868.435,123.155,0.9900000095367432,,,,,,,898.097,133.895,1.0,839.167,130.965,1.0,839.227,152.39,1.0,812.907,180.808,1.0,764.99,188.693,1.0,723.058,171.056,1.0
214,,,,,,,883.012,92.957,0.5849999785423279,868.248,123.31,0.9810000061988832,,,,,,,898.097,133.921,1.0,839.661,130.353,1.0,840.002,151.735,1.0,813.577,181.34,1.0,765.473,190.662,1.0,725.347,173.291,1.0
215,,,,,,,883.257,92.628,0.4690000116825104,867.623,122.929,0.9660000205039978,,,,,,,897.94,133.578,1.0,838.512,130.023,1.0,840.555,151.679,1.0,813.993,180.506,1.0,767.047,189.543,1.0,726.656,170.982,1.0
216,,,,,,,883.382,100.141,0.2930000126361847,867.192,123.185,0.9660000205039978,,,,,,,897.338,135.151,1.0,838.265,129.995,1.0,839.784,150.958,0.9959999918937684,815.0,173.364,0.9980000257492064,767.809,185.172,1.0,730.362,167.637,1.0
217,,,,,,,883.949,92.365,0.2919999957084656,867.716,123.558,0.9559999704360962,,,,,,,897.056,134.701,1.0,838.888,130.688,1.0,839.954,149.836,0.9990000128746032,813.15,174.435,1.0,762.826,183.818,1.0,727.288,171.187,1.0
218,,,,,,,,,,867.242,124.031,0.9639999866485596,,,,,,,897.305,134.612,1.0,838.275,130.992,1.0,840.288,149.382,0.9990000128746032,811.353,175.261,1.0,761.269,182.789,1.0,718.333,167.637,1.0
219,,,,,,,883.636,100.071,0.1889999955892563,867.25,123.71,0.9739999771118164,,,,,,,896.243,135.157,1.0,838.899,130.732,1.0,839.538,149.796,1.0,812.796,176.892,1.0,763.064,184.551,1.0,724.707,167.887,1.0
220,,,,,,,883.538,100.031,0.1129999980330467,868.155,124.364,0.9380000233650208,,,,,,,896.34,134.836,1.0,838.857,131.19,1.0,840.31,148.761,1.0,813.567,174.847,0.9990000128746032,765.638,184.14,1.0,732.472,169.689,1.0
221,,,,,,,883.332,100.12,0.4199999868869781,866.795,123.638,0.99099999666214,,,,,,,896.605,134.319,1.0,839.438,130.195,1.0,840.052,148.279,1.0,812.36,174.285,1.0,768.648,186.359,1.0,730.948,167.707,1.0
222,,,,,,,883.453,100.116,0.3799999952316284,866.772,122.967,0.9789999723434448,,,,,,,896.649,134.81,1.0,838.874,129.801,1.0,840.793,148.675,1.0,811.81,173.064,1.0,763.504,182.301,1.0,726.019,166.645,1.0
223,,,,,,,,,,867.42,124.569,0.8169999718666077,,,,,,,896.452,134.167,1.0,837.203,129.711,1.0,840.177,153.259,1.0,811.196,172.237,1.0,762.53,183.8,1.0,725.541,169.965,1.0
224,,,,,,,,,,868.114,115.71,0.4650000035762787,,,,,,,897.333,134.117,1.0,836.593,109.004,1.0,843.192,145.883,1.0,813.166,171.489,1.0,765.098,182.871,1.0,728.657,168.275,1.0
225,,,,,,,884.314,92.193,0.449999988079071,873.925,114.5,0.9929999709129332,,,,,,,896.688,132.422,1.0,847.012,92.793,1.0,843.973,145.583,1.0,813.329,169.828,1.0,763.933,181.592,1.0,724.618,166.295,1.0
226,,,,,,,898.54,83.737,0.9449999928474426,876.654,113.583,0.9980000257492064,,,,867.974,59.619,0.4000000059604645,897.828,133.012,1.0,855.918,93.755,1.0,843.893,145.936,1.0,811.42,166.933,1.0,763.43,176.994,1.0,729.651,162.782,1.0
227,,,,,,,898.016,76.874,0.9419999718666076,877.249,112.108,1.0,,,,867.903,52.711,0.746999979019165,897.67,133.334,1.0,855.047,93.349,1.0,841.496,140.171,1.0,809.045,169.33,1.0,760.71,173.362,1.0,717.361,160.288,1.0
228,,,,,,,890.524,76.257,0.6150000095367432,876.274,111.176,1.0,874.523,52.642,0.4210000038146972,851.504,60.711,0.9900000095367432,897.692,132.361,1.0,854.807,94.994,1.0,840.767,137.118,1.0,808.201,164.67,1.0,759.599,166.916,1.0,719.609,154.216,1.0
229,,,,,,,890.636,76.163,0.453000009059906,875.982,110.534,0.9990000128746032,868.538,53.581,0.5609999895095825,850.54,60.587,0.9980000257492064,898.139,132.189,1.0,855.311,95.016,1.0,840.58,137.225,1.0,808.109,161.284,1.0,758.525,166.568,1.0,719.079,154.857,1.0
230,,,,,,,890.416,76.427,0.6909999847412109,876.23,110.083,0.9980000257492064,874.479,52.649,0.4250000119209289,852.221,59.475,0.9829999804496764,897.321,131.875,1.0,855.981,95.317,1.0,841.358,134.162,1.0,810.73,158.772,1.0,763.167,168.939,1.0,718.144,153.149,1.0
231,,,,,,,884.586,68.649,0.5080000162124634,875.403,99.079,1.0,874.486,53.046,0.8529999852180481,850.883,60.542,0.9950000047683716,899.263,130.257,1.0,854.183,95.651,1.0,843.13,134.371,1.0,813.942,157.638,1.0,759.363,169.848,1.0,722.636,154.672,1.0
232,,,,,,,884.471,68.872,0.8389999866485596,875.822,98.206,1.0,868.428,53.525,0.9350000023841858,851.223,58.693,0.9980000257492064,899.961,126.972,1.0,854.125,95.876,1.0,843.658,135.386,1.0,816.294,162.155,1.0,759.533,168.031,1.0,718.464,152.509,1.0
233,,,,,,,883.981,68.278,0.3930000066757202,874.213,96.421,1.0,874.452,53.112,0.906000018119812,851.716,58.138,0.9980000257492064,902.306,108.504,1.0,853.943,95.313,1.0,844.884,132.698,1.0,818.388,158.091,1.0,767.314,168.925,1.0,729.481,159.138,1.0
234,,,,,,,874.582,69.364,0.7200000286102295,876.305,98.004,0.9990000128746032,873.788,53.584,0.9190000295639038,851.55,58.799,1.0,908.65,99.391,1.0,853.915,95.996,1.0,844.46,132.369,1.0,821.236,158.075,1.0,769.89,169.928,1.0,732.959,159.263,1.0
235,,,,891.238,44.815,0.2540000081062317,883.702,69.037,0.5410000085830688,876.891,99.009,0.9760000109672546,873.743,52.472,0.4460000097751617,851.212,58.992,0.984000027179718,909.926,100.315,1.0,851.339,97.237,1.0,853.596,129.01,1.0,818.648,161.864,1.0,771.95,168.486,1.0,736.628,156.068,1.0
236,,,,891.69,52.279,0.9169999957084656,884.357,75.148,0.2930000126361847,881.527,99.768,0.9789999723434448,923.364,61.44,0.6159999966621399,875.163,43.967,0.3499999940395355,910.058,100.428,1.0,859.265,68.848,0.9990000128746032,858.736,127.458,1.0,819.928,162.25,1.0,771.247,171.039,1.0,735.594,158.795,1.0
237,,,,907.562,52.449,0.1720000058412552,899.46,60.938,0.9639999866485596,883.988,91.562,0.9739999771118164,925.955,66.985,0.9430000185966492,891.656,43.101,0.101000003516674,909.288,99.591,1.0,879.205,55.129,1.0,855.933,124.875,1.0,819.118,161.994,1.0,772.403,174.329,1.0,735.304,161.26,1.0
238,,,,907.551,51.868,0.1360000073909759,900.451,59.842,0.912999987602234,884.301,90.765,0.962000012397766,927.844,66.144,0.9860000014305116,892.295,43.371,0.4440000057220459,910.62,98.496,1.0,879.592,56.172,1.0,854.793,124.185,1.0,821.214,157.432,0.9990000128746032,767.769,174.785,1.0,729.236,162.647,1.0
239,,,,907.663,51.996,0.1969999969005584,900.093,60.246,0.5,884.718,90.357,0.9039999842643738,924.672,62.197,0.962000012397766,899.841,43.697,0.3300000131130218,910.185,98.664,1.0,878.809,55.342,1.0,854.461,122.366,1.0,818.747,157.181,1.0,766.334,176.512,1.0,728.248,164.471,1.0
240,,,,908.1,51.457,0.2119999974966049,900.76,59.996,0.1169999986886978,884.274,91.22,0.1689999997615814,924.132,61.048,0.515999972820282,900.522,36.023,0.4320000112056732,909.835,100.51,1.0,880.103,55.333,1.0,851.556,121.803,1.0,817.027,152.005,1.0,767.913,176.003,1.0,727.196,168.752,1.0
241,,,,907.899,44.065,0.1360000073909759,,,,884.3,91.157,0.1280000060796737,924.408,52.478,0.3849999904632568,900.468,35.978,0.3889999985694885,909.846,100.501,1.0,879.865,54.961,1.0,852.1,120.637,1.0,820.095,152.921,1.0,768.062,173.461,1.0,727.903,164.523,1.0
242,,,,,,,,,,884.288,83.799,0.4390000104904175,924.268,51.84,0.1330000013113021,900.19,35.864,0.2269999980926513,910.399,100.392,1.0,879.669,55.295,1.0,852.909,119.167,1.0,820.447,152.141,1.0,767.309,169.85,1.0,724.925,168.852,1.0
243,,,,907.728,44.13,0.1110000014305114,,,,884.188,83.84,0.4620000123977661,,,,900.337,35.91,0.3059999942779541,910.391,99.402,1.0,879.996,55.013,1.0,851.32,117.867,1.0,819.97,149.475,1.0,767.35,170.133,1.0,724.721,168.544,1.0
244,,,,,,,,,,892.004,79.572,0.878000020980835,,,,900.135,36.13,0.4169999957084656,910.438,99.0,1.0,880.261,55.522,1.0,850.953,115.353,1.0,817.935,145.982,1.0,767.528,168.206,1.0,726.684,165.734,1.0
245,,,,,,,939.657,68.254,0.1710000038146972,891.96,78.186,0.8289999961853027,,,,900.287,35.994,0.1040000021457672,910.631,97.43,1.0,880.396,55.187,1.0,849.248,114.691,1.0,816.704,146.808,1.0,768.081,168.886,1.0,721.329,165.478,1.0
246,,,,,,,939.657,68.262,0.2269999980926513,891.817,79.543,0.9570000171661376,,,,,,,910.911,96.574,1.0,880.153,55.15,1.0,848.766,112.494,1.0,818.314,143.158,1.0,766.563,162.116,1.0,720.141,169.294,1.0
247,,,,,,,931.841,67.865,0.2000000029802322,891.96,78.803,0.9459999799728394,,,,,,,910.679,96.263,1.0,879.965,55.787,1.0,849.744,110.42,1.0,817.389,140.126,1.0,768.393,159.496,1.0,720.343,164.966,1.0
248,,,,,,,,,,891.817,78.531,0.8949999809265137,,,,,,,910.548,95.989,1.0,880.104,54.1,1.0,851.469,112.8,1.0,817.073,138.629,1.0,767.437,157.878,1.0,722.798,161.874,1.0
249,,,,,,,,,,891.678,78.636,0.9449999928474426,,,,,,,909.928,96.403,1.0,880.217,53.716,1.0,850.724,110.752,1.0,816.649,135.889,1.0,770.946,155.82,1.0,730.016,160.634,1.0
250,,,,,,,,,,891.8,77.863,0.9049999713897704,,,,,,,909.555,97.298,1.0,879.786,53.843,1.0,850.804,109.502,1.0,819.427,135.895,1.0,770.3,154.498,1.0,731.128,160.623,1.0
251,,,,,,,,,,891.644,81.876,0.972000002861023,,,,899.898,43.905,0.1000000014901161,909.326,97.439,1.0,879.312,53.566,1.0,849.994,108.374,1.0,819.073,133.697,1.0,771.062,152.866,1.0,732.174,159.034,1.0
252,,,,,,,,,,892.48,67.51,0.8619999885559082,,,,884.16,27.403,0.2179999947547912,910.136,97.863,1.0,881.884,54.998,1.0,850.596,103.768,1.0,816.436,129.625,1.0,770.556,150.654,1.0,727.303,157.904,1.0
253,,,,,,,,,,891.498,77.69,0.9070000052452089,,,,884.47,27.484,0.3429999947547912,909.981,97.668,1.0,882.042,54.258,1.0,850.28,103.731,1.0,818.599,126.873,1.0,778.585,144.357,0.9990000128746032,729.573,158.062,1.0
254,,,,,,,,,,893.173,68.032,0.9520000219345092,924.024,43.601,0.101000003516674,885.917,20.953,0.9660000205039978,910.315,97.967,1.0,882.085,54.059,1.0,853.121,102.751,1.0,819.141,123.355,1.0,780.356,144.011,0.9990000128746032,731.785,153.897,1.0
255,,,,,,,,,,893.142,68.091,0.9539999961853028,,,,891.304,20.505,0.5889999866485596,910.163,98.27,1.0,882.575,53.975,1.0,853.798,101.089,1.0,819.133,119.207,1.0,788.124,133.576,1.0,735.664,152.918,1.0
256,,,,,,,,,,898.238,66.905,0.977999985218048,,,,891.314,27.044,0.4650000035762787,909.91,97.805,1.0,882.521,54.102,1.0,854.063,100.905,1.0,818.426,118.209,1.0,788.336,131.97,1.0,736.073,147.471,1.0
257,,,,,,,,,,898.234,67.024,0.9829999804496764,,,,891.296,27.445,0.1679999977350235,909.866,97.888,1.0,882.692,53.999,1.0,853.025,100.903,1.0,817.827,118.753,1.0,787.841,130.934,1.0,734.335,147.143,1.0
258,,,,,,,932.043,43.963,0.1289999932050705,898.39,66.845,0.9760000109672546,,,,891.295,27.402,0.1889999955892563,909.423,97.947,1.0,882.655,53.965,1.0,852.975,100.831,1.0,816.805,118.841,1.0,782.215,131.741,0.9900000095367432,732.921,145.81,1.0
259,,,,,,,932.127,43.967,0.1070000007748603,898.518,66.762,0.9610000252723694,,,,891.357,20.112,0.1829999983310699,909.534,97.903,1.0,882.333,54.105,1.0,853.045,100.841,1.0,817.399,118.469,1.0,782.893,130.994,0.9919999837875366,733.318,145.069,1.0
260,,,,,,,932.108,43.979,0.1230000033974647,898.504,66.807,0.9430000185966492,,,,891.45,20.058,0.1169999986886978,909.968,97.9,1.0,882.424,54.067,1.0,854.476,100.366,1.0,818.649,119.209,1.0,787.07,131.064,1.0,734.291,145.245,1.0
261,,,,,,,932.097,43.963,0.1040000021457672,898.53,66.638,0.9350000023841858,,,,891.475,20.06,0.1089999973773956,909.88,98.063,1.0,882.256,54.205,1.0,853.949,100.823,1.0,818.444,119.349,1.0,787.052,131.481,1.0,734.162,145.261,1.0
262,,,,,,,932.06,44.02,0.2049999982118606,898.85,66.88,0.9610000252723694,,,,891.447,20.092,0.1659999936819076,909.588,97.966,1.0,882.79,54.375,1.0,854.862,100.291,1.0,818.102,118.858,1.0,782.739,133.22,0.9980000257492064,734.093,145.373,1.0
263,,,,,,,932.066,44.017,0.1909999996423721,898.898,66.914,0.9589999914169312,,,,891.448,20.1,0.1790000051259994,910.526,97.73,1.0,882.841,54.395,1.0,854.389,100.343,1.0,817.776,118.283,1.0,787.409,131.013,1.0,734.019,145.462,1.0
264,,,,,,,916.429,43.908,0.4169999957084656,898.356,67.349,0.996999979019165,931.898,43.807,0.1319999992847442,891.467,27.29,0.1860000044107437,911.322,97.388,1.0,882.617,55.355,1.0,852.166,101.93,1.0,816.2,119.039,1.0,786.289,132.291,1.0,733.751,145.283,1.0
265,,,,,,,916.257,43.837,0.3190000057220459,898.178,67.302,0.9959999918937684,932.007,43.79,0.1700000017881393,891.532,26.586,0.5379999876022339,911.006,98.099,1.0,878.384,55.091,1.0,851.973,102.323,1.0,816.419,119.272,1.0,781.234,138.616,0.9980000257492064,733.38,145.618,1.0
266,,,,,,,916.314,44.036,0.5680000185966492,892.273,78.53,0.9850000143051147,932.25,43.705,0.2119999974966049,891.573,26.509,0.5920000076293945,909.474,97.49,1.0,882.503,55.258,1.0,852.931,103.299,1.0,817.154,120.348,1.0,781.09,139.105,0.9980000257492064,730.234,145.796,1.0
267,,,,,,,916.358,43.86,0.5139999985694885,891.986,79.205,0.9769999980926514,932.243,43.855,0.2230000048875808,891.575,26.595,0.481000006198883,910.315,98.065,1.0,882.315,55.123,1.0,851.316,104.077,1.0,816.739,129.361,1.0,764.791,142.137,1.0,729.469,148.205,1.0
268,,,,,,,923.263,43.991,0.1979999989271164,891.93,78.782,0.9710000157356262,931.782,43.902,0.1870000064373016,891.448,27.199,0.335999995470047,910.819,98.184,1.0,882.246,55.773,1.0,850.735,104.809,1.0,815.716,130.919,1.0,765.17,144.812,1.0,724.255,153.849,1.0
269,,,,,,,923.369,44.088,0.3000000119209289,891.963,79.254,0.9789999723434448,940.713,44.088,0.1019999980926513,,,,910.256,98.533,1.0,882.216,55.961,1.0,849.901,105.961,1.0,814.548,134.506,1.0,766.368,146.415,1.0,720.854,154.985,1.0
270,,,,,,,923.594,44.118,0.2329999953508377,892.128,79.354,0.9860000014305116,940.64,44.196,0.1059999987483024,,,,910.251,98.774,1.0,878.71,54.955,1.0,850.083,108.458,1.0,815.52,136.969,1.0,766.695,145.085,1.0,718.858,151.318,1.0
271,,,,,,,931.85,43.932,0.2380000054836273,892.012,79.39,0.9679999947547911,,,,,,,910.849,98.294,1.0,881.621,55.39,1.0,851.651,109.683,1.0,813.792,133.64,1.0,765.095,145.802,1.0,718.244,151.588,1.0
272,,,,,,,931.871,43.914,0.1959999948740005,892.156,78.494,0.9210000038146972,,,,,,,910.068,98.791,1.0,881.528,55.561,1.0,851.664,109.572,1.0,814.136,133.377,1.0,763.841,144.343,1.0,717.968,151.815,1.0
273,,,,,,,931.894,43.892,0.1969999969005584,892.077,78.803,0.9589999914169312,,,,,,,910.19,98.695,1.0,881.189,56.072,1.0,852.131,111.035,1.0,814.275,133.895,1.0,765.45,143.788,1.0,718.442,152.016,1.0
274,,,,,,,931.836,43.87,0.2419999986886978,892.108,79.178,0.972000002861023,,,,,,,909.794,99.098,1.0,881.053,55.874,1.0,852.207,110.701,1.0,814.726,133.259,1.0,765.455,143.462,1.0,718.514,151.947,1.0
275,,,,,,,923.586,44.136,0.2709999978542328,892.151,79.404,0.9819999933242798,,,,,,,910.199,99.176,1.0,881.367,55.784,1.0,854.205,112.156,1.0,814.0,135.945,1.0,764.387,143.594,1.0,716.818,152.521,1.0
276,,,,,,,923.752,52.174,0.1340000033378601,892.056,81.55,0.9929999709129332,,,,891.496,35.85,0.1099999994039535,911.611,99.149,1.0,881.025,57.027,1.0,854.204,113.681,1.0,813.775,136.929,1.0,764.543,147.861,1.0,716.912,152.478,1.0
277,,,,,,,,,,892.112,82.02,0.9879999756813048,,,,,,,911.727,98.862,1.0,880.338,57.133,1.0,853.711,110.782,1.0,814.85,136.771,1.0,764.808,147.98,1.0,716.883,152.52,1.0
278,,,,,,,907.702,60.01,0.1570000052452087,892.194,81.607,0.9950000047683716,,,,899.866,44.296,0.1049999967217445,911.724,99.081,1.0,880.233,56.886,1.0,853.451,111.195,1.0,814.3,137.558,1.0,764.363,148.387,1.0,716.662,152.438,1.0
279,,,,,,,907.815,60.043,0.1770000010728836,892.093,82.02,0.9929999709129332,,,,,,,911.464,99.442,1.0,880.071,57.074,1.0,853.529,111.359,1.0,814.382,138.233,1.0,765.063,148.969,1.0,716.411,152.654,1.0
280,,,,,,,923.899,51.992,0.1319999992847442,892.204,81.901,0.99099999666214,,,,,,,911.352,99.84,1.0,879.983,57.277,1.0,854.127,111.957,1.0,815.419,138.174,1.0,764.98,148.855,1.0,716.28,152.621,1.0
281,,,,,,,923.856,52.024,0.1599999964237213,892.27,81.936,0.9879999756813048,,,,,,,910.811,100.279,1.0,880.271,57.086,1.0,853.661,112.536,1.0,815.885,138.244,1.0,764.585,149.25,1.0,720.675,153.233,1.0
282,,,,,,,907.805,59.954,0.1790000051259994,892.132,82.227,0.9890000224113464,,,,,,,911.069,100.019,1.0,880.385,57.575,1.0,854.272,112.846,1.0,815.828,138.113,1.0,764.585,148.992,1.0,720.046,153.961,1.0
283,,,,,,,923.846,52.037,0.1400000005960464,892.155,83.169,0.99099999666214,,,,,,,910.703,101.587,1.0,879.626,55.642,1.0,853.869,114.294,1.0,816.314,139.435,1.0,764.472,149.899,1.0,719.842,153.873,1.0
284,,,,,,,907.814,59.98,0.1599999964237213,892.111,82.996,0.9860000014305116,,,,,,,910.724,101.879,1.0,879.593,55.743,1.0,855.58,114.628,1.0,818.012,140.851,1.0,763.858,150.665,1.0,719.8,153.948,1.0
285,,,,,,,923.882,52.001,0.1260000020265579,892.174,83.374,0.9819999933242798,,,,,,,910.886,101.711,1.0,879.333,55.83,1.0,854.809,115.095,1.0,818.043,141.025,1.0,763.629,151.37,1.0,720.173,153.848,1.0
286,,,,,,,923.877,51.993,0.1180000007152557,892.127,82.914,0.9850000143051147,,,,,,,910.678,101.921,1.0,879.957,55.723,1.0,854.016,115.003,1.0,817.488,141.321,1.0,763.762,151.356,1.0,720.142,153.814,1.0
287,,,,,,,,,,891.951,83.205,0.9860000014305116,,,,,,,910.661,101.379,1.0,880.041,55.971,1.0,854.32,114.936,1.0,817.285,141.597,1.0,763.264,151.022,1.0,719.937,154.138,1.0
288,,,,,,,906.95,60.116,0.4210000038146972,892.07,83.525,0.9039999842643738,916.518,59.777,0.231000006198883,,,,910.995,100.713,1.0,879.987,55.693,1.0,854.675,116.785,1.0,817.453,142.641,1.0,765.163,151.398,1.0,720.585,154.705,1.0
289,,,,,,,906.919,60.137,0.5070000290870667,891.981,82.844,0.9419999718666076,916.122,52.656,0.2790000140666961,,,,911.013,100.786,1.0,880.533,55.205,1.0,853.883,116.943,1.0,817.961,143.003,1.0,764.899,152.167,1.0,720.913,155.027,1.0
290,,,,,,,900.062,60.45,0.5410000085830688,891.941,83.407,0.8640000224113464,916.191,52.692,0.3300000131130218,,,,910.731,101.144,1.0,880.667,55.587,1.0,853.472,117.701,1.0,816.712,141.845,1.0,765.897,152.133,1.0,721.262,154.865,1.0
291,,,,,,,900.028,60.231,0.1969999969005584,892.373,83.842,0.6759999990463257,915.89,59.911,0.2370000034570694,,,,911.111,100.72,1.0,880.336,55.814,1.0,853.584,117.657,1.0,816.52,142.108,1.0,765.868,152.127,1.0,721.245,154.97,1.0
292,,,,,,,899.787,60.292,0.2029999941587448,884.373,90.784,0.6639999747276306,915.761,59.892,0.1289999932050705,,,,910.956,100.47,1.0,880.174,56.353,1.0,849.011,118.965,1.0,817.414,142.528,1.0,765.407,151.096,1.0,720.64,155.061,1.0
293,,,,,,,899.534,60.392,0.1430000066757202,884.157,90.982,0.8309999704360962,915.851,59.722,0.1700000017881393,,,,910.681,101.01,1.0,881.808,56.033,1.0,847.966,119.799,1.0,815.498,145.0,1.0,767.28,154.374,1.0,720.227,155.74,1.0
294,,,,,,,,,,883.648,91.494,0.8320000171661377,915.438,59.709,0.1959999948740005,899.81,44.567,0.163000002503395,910.503,100.905,1.0,881.628,55.975,1.0,848.207,120.405,1.0,816.974,146.499,1.0,765.431,155.606,1.0,718.834,156.156,1.0
295,,,,,,,,,,883.852,91.262,0.8619999885559082,915.617,59.782,0.2259999960660934,891.886,44.283,0.2450000047683715,911.85,100.649,1.0,880.593,56.013,1.0,847.398,117.965,1.0,815.875,149.504,1.0,764.463,157.273,1.0,718.148,155.863,1.0
296,,,,,,,,,,883.879,91.279,0.7599999904632568,915.562,59.927,0.1650000065565109,891.82,44.164,0.1780000030994415,911.533,100.344,1.0,881.256,56.598,1.0,849.215,118.717,1.0,817.111,148.249,1.0,764.908,159.359,1.0,717.562,155.533,1.0
297,,,,,,,,,,884.173,91.385,0.703000009059906,909.058,59.866,0.2689999938011169,899.823,52.341,0.324999988079071,910.716,100.35,1.0,881.116,56.57,1.0,849.486,120.504,1.0,818.172,152.566,0.9990000128746032,769.812,162.619,1.0,717.134,155.763,1.0
298,,,,,,,,,,884.157,91.462,0.6570000052452087,,,,899.607,52.106,0.1889999955892563,910.379,100.598,1.0,881.601,56.611,1.0,846.364,124.836,1.0,818.087,154.614,1.0,763.466,164.997,1.0,718.058,155.742,1.0
299,,,,,,,,,,884.147,99.254,0.7770000100135803,,,,899.321,52.587,0.5619999766349792,910.189,100.598,1.0,882.048,56.445,1.0,844.604,125.084,1.0,818.783,154.178,1.0,763.869,166.961,1.0,718.889,155.008,1.0
